player_name,team,pick,pid,pts,ast,stl,blk,treb,Ortg,drtg,year,ht,elevation (m),drafted
Jack Nunge,Iowa,NA,51593,5.697,1.0303,0.6364,0.7576,2.7576,108.1,107.498,2018,6.11,219,0
Luke Johnson,Loyola MD,NA,50835,4.9412,0.8235,1.5882,0.2353,2.3529,110,97.7521,2021,6.3,99,0
Jamir Reed,Central Connecticut,NA,70300,4.8421,2.1579,0.8421,0,4.5789,75.9,107.349,2021,6.4,44,0
Nurideen Lindsey,St. John's,NA,21043,11.7778,2.8889,1.5556,0,4.8889,83.1,101.909,2012,6.3,39,0
Colton Weisbrod,New Orleans,NA,36258,7.0435,0.4348,0.6087,0.2174,3.1304,104.6,109.358,2015,6.5,6,0
Daniel Gomis,Oregon St.,NA,33163,2.3438,0.2812,0.1875,0.9688,2.5312,91.7,105.534,2014,6.10,73,0
Chaisson Allen,Northeastern,NA,4029,16.6897,3.6552,2.1034,0.069,6.069,110.5,107.059,2011,6.4,3,0
Pierre Sow,Hampton,NA,65613,0.3333,0.1667,0,0,0.3333,0,110.166,2019,7.0,3,0
Damen Bell-Holter,Oral Roberts,NA,12567,7.8621,1.2069,0.3448,0.8276,5.8276,93.3,101.692,2012,6.10,200,0
Holden Mobley,Belmont,NA,22835,0.3846,0.3846,0.1538,0,0.4615,74.6,95.5281,2012,6.3,192,0
Kaden Archie,Georgia Southern,NA,65590,7.8462,1.2308,0.7692,0.6154,2.8462,76.5,102.793,2021,6.6,77,0
Tanner Groves,Eastern Washington,NA,65456,17.1667,1.3333,0.25,1.0833,7.9583,117.7,96.2051,2021,6.9,745,0
Matt Titchenal,Cal Poly,NA,9170,2,0.2,0.0667,0,0.5333,74.2,101.741,2011,6.3,95,0
Joey Gruden,Dayton,NA,35121,0,0,0,0,0.25,0,96.3055,2016,6.2,237,0
Peter Jok,Iowa,NA,30211,19.875,2.625,1.0625,0.0938,5.5,112.1,104.684,2017,6.6,219,0
Jekore Tyler,UAB,NA,21320,4.3226,1.0645,0.3871,0.0645,1.6129,77.3,99.7913,2012,6.3,232,0
Jordan Murphy,Minnesota,NA,42961,11.6452,0.7097,1.0323,1.0323,7.9677,97.9,100.838,2016,6.6,253,0
Chris McEachin,Radford,NA,732,8.8182,1.6818,1.2727,0.8182,2.9545,94.8,98.4,2009,6.6,641,0
Jimmy Clark III,VCU,NA,70683,2.1176,0.8235,0.3529,0.1176,0.7647,89,95.0704,2020,6.3,59,0
Clarke Rosenberg,Chicago St.,NA,19422,4.9286,1.2857,0.6786,0.0357,2.5714,76.6,111.562,2012,6.3,181,0
Cedric Hankerson,Boston University,NA,33237,12.88,1.6,1.48,0.24,3.36,99.5,105.316,2018,6.5,4,0
Thomas Thornton,North Carolina,NA,11135,0.5,0.0833,0.0833,0,0.25,67.5,102.789,2010,6.3,134,0
Isaiah Ivey,Gardner Webb,NA,26595,4.1429,0.2381,0.381,0.1905,1.0476,95.6,107.363,2014,6.2,261,0
Okey Ukah,Iowa,NA,32366,0.2,0.1,0.2,0,0.7,75.1,85.49,2015,6.6,219,0
Aaron Urbanus,UT Rio Grande Valley,NA,10398,7.9697,1.5152,0.697,0.0606,1.697,96.4,106.592,2010,6.0,28,0
Zach Hanson,Creighton,NA,29349,2.75,0.0417,0,0.25,1.125,124.5,103.763,2014,6.9,339,0
Gregory Graves,Mount St. Mary's,NA,27650,10.1111,1.2593,1.2593,0.5185,7.3704,102.5,96.0928,2015,6.7,163,0
Gary Pope,Elon,NA,18983,0,0,0,0,0.0833,0,101.782,2011,6.0,216,0
Jalen Dupree,Samford,NA,46052,8.0833,0.9167,0.1667,0.5833,4.75,92.6,106.031,2021,6.8,221,0
Jason Washburn,Utah,NA,14601,5.9655,0.4828,0.4138,0.9655,4.1379,113.8,101.628,2011,7.0,1458,0
Javan White,Clemson,NA,43556,2.0303,0.2424,0.2424,0.3636,2,103,92.952,2019,6.10,221,0
Ahmed Ali,Washington St.,NA,67749,7.3438,2.875,0.7188,0.0312,1.8438,107.5,113.6,2019,5.11,780,0
Bryce Daley,UMass Lowell,NA,66603,6.6522,3.5217,0.5652,0.1739,3.5217,99.4,106.891,2021,6.4,32,0
Marquel McKinney,Sam Houston St.,NA,23001,1.56,0.4,0.24,0,0.96,107.6,108.089,2014,6.3,143,0
Trent Hutchin,Southeastern Louisiana,NA,14192,11.0741,0.5926,0.4815,0.0741,1.1481,121.4,107.459,2010,6.1,13,0
Kyle Thomas,Morgan St.,NA,32627,4.3226,0.2258,0.2258,0.4839,2.0323,84,105.261,2015,6.6,63,0
Isaiah McCray,IPFW,NA,23343,2.3333,0.9167,0.625,0.0417,2.0833,76,106.268,2012,6.1,247,0
Akwasi Yeboah,Stony Brook,NA,43276,16.6875,1.4375,0.875,0.4688,7.6562,103,93.6189,2019,6.6,45,0
Elijah Mayes,Florida A&M,NA,51574,11.1333,2.8333,0.9,0,2.1,107.6,115.82,2018,6.0,48,0
Garlon Green,TCU,NA,11466,11.1818,1,0.5758,0.3939,4.6364,106.8,104.49,2011,6.7,204,0
Scott Rodgers,Drexel,NA,2090,13.6667,3.1111,0.7407,0.2222,5.1481,95.1,98.634,2009,6.3,21,0
Travis Weatherington,Hartford,NA,51860,8.5758,1.1212,0.9091,0.0606,2.6667,109.4,106.598,2018,6.2,478,0
Michael Young,Pittsburgh,NA,32487,5.9722,0.8889,0.4167,0.4444,4.0833,110.1,99.352,2014,6.8,328,0
De'Quon Lake,Arizona St.,NA,51807,4.4848,0.0909,0.2727,0.7879,3.6667,125.1,97.2355,2019,6.10,354,0
Bryquis Perine,Green Bay,NA,3854,3.3871000000000002,1.871,0.5806,0,1.0645,84.2,104.717,2009,6.3,182,0
Xavier Johnson,George Mason,NA,72085,7.0625,2.5,1.2812,0.0312,3.6875,94.4,100.63,2020,6.1,135,0
Mitch Schafer,San Diego,NA,48783,0.6667,0,0,0,0,0,109.683,2018,5.10,93,0
Davon Dillard,Oklahoma St.,NA,38749,4.25,0,0,0,1.25,117.1,110.825,2018,6.5,286,0
Dylan Cox,Army,NA,26412,5.8333,3.3,0.8333,0.3667,4.8333,110.1,99.3828,2013,6.4,259,0
Julian DeBose,Rice,NA,38057,10.4828,1.2414,1.1034,0.2069,4.2069,96.2,110.692,2013,6.4,14,0
Frederick Scott,Rider,NA,48036,12.1333,1.4,0.8,0.3333,5.7333,107.4,101.604,2019,6.8,25,0
Kenyon Holcombe,Incarnate Word,NA,73817,1.3636,0.0909,0,0.2727,1.2727,65.1,104.446,2021,6.8,198,0
Milton Burton,Hartford,NA,10804,10.9,2.0667,2.2333,0.5,5.2333,95.2,96.0856,2011,6.5,478,0
Desmond Ridenour,Duquesne,NA,43432,2,0.8095,0.4286,0,0.7143,86.4,110.188,2015,6.2,258,0
Teyvon Myers,West Virginia,NA,42695,5.7568,1.4324,0.5946,0.027,1.3784,102.4,95.6111,2017,6.2,278,0
Kevin Hovde,Richmond,NA,18129,1.3043,0.3913,0.2174,0,0.8261,136.2,104.305,2009,6.6,47,0
Kenrick Zondervan,UCF,NA,463,7,0.8667,0.4,0.3,4.3667,111.6,105.412,2009,6.9,28,0
Chris Braley,Stony Brook,NA,31825,0.9167,0.125,0.125,0,1.0417,85.2,99.9316,2014,6.5,45,0
Aaron Parks,Cal St. Northridge,NA,30767,10.5625,1.8125,0.7188,0.3125,3,89.1,110.418,2015,6.3,269,0
Jeremy Campbell,Southeastern Louisiana,NA,17360,1.75,0.1667,0.1667,0,0.9167,102.6,107.515,2011,6.4,13,0
Hunt Conroy,Minnesota,NA,51594,0.5,0,0,0,0,58.7,108.961,2020,5.10,253,0
Shane Heirman,Tulsa,NA,12598,1.1053,0.8421,0.1579,0,0.9474,93.8,103.503,2011,6.1,191,0
RJ Cole,Howard,NA,51484,21.3824,6.4118,1.8824,0.0294,4.1176,110.8,106.667,2019,6.1,54,0
Maliek White,Providence,NA,44791,7.8333,2.5,1,0.0667,1.9667,90.2,98.9277,2020,6.3,46,0
Don Coleman,California,NA,44421,14.2667,1.9,1.4,0.0333,2.9333,95.2,111.714,2018,6.3,93,0
Curtis Oakley,Bryant,NA,27743,3.2963,0.4074,0.2222,0.037,1.8148,99,108.41,2014,6.4,120,0
Paul McCoy,SMU,NA,25976,13.3571,3,1.6071,0.0357,3.9643,101,105.66,2009,5.11,177,0
Alex Klatsky,Florida,NA,70992,0,0,0.25,0,0,0,90.7046,2021,6.4,31,0
Ahmad Caver,Old Dominion,NA,43824,16.6,5.5143,1.4286,0.2571,4.2857,105.6,94.5483,2019,6.2,4,0
Romain Martin,Eastern Illinois,NA,325,4.2857,0.2857,0.1429,0,0.5714,85.8,109.424,2010,6.2,211,0
Christopher Agbo,Indiana St.,NA,70652,1.4167,0,0.0833,0.1667,1.9167,82.6,97.5851,2020,6.8,154,0
Yankuba Sima,Oklahoma St.,NA,42422,3.6667,0.3333,0.4815,1.0741,3.0741,87.6,100.192,2018,6.11,286,0
Henry Makeny,Marist,NA,71358,1.6667,0.3333,0.1667,0.3333,1.9167,92.5,95.0281,2021,6.7,27,0
Jordan Reed,Binghamton,NA,41466,15.4138,1.2414,1.5517,0.7931,8.8966,97.9,100.318,2014,6.4,264,0
Barry Cheaney,UNLV,NA,23227,0.4167,0,0,0,0.0833,77.6,105.066,2013,6.1,620,0
Marshall Plumlee,Duke,NA,24348,1.2667,0.2667,0.2,0.5667,2.1667,113,101.251,2014,7.0,120,0
Eric Curry,Minnesota,NA,44217,3.6552,0.8276,0.8276,0.2414,3.069,95.1,100.182,2021,6.9,253,0
Michael Glasker,North Carolina Central,NA,13891,2.7241,2.5517,1.3448,0,1.0345,69.9,110.194,2009,5.7,96,0
Blake Huggins,Ball St.,NA,50414,2.1667,0.4167,0,0.3333,1.8333,105.8,103.408,2019,6.10,286,0
Tone Boyle,Milwaukee,NA,15011,13.3448,1.1034,0.7931,0.2069,3.2069,102.3,104.652,2009,6.4,207,0
Tarik Phillip,West Virginia,NA,35036,4.0588,0.8235,1.1176,0.0588,1.5,100.6,94.2259,2015,6.3,278,0
Ajare Sanni,UC Santa Barbara,NA,66034,10.88,1.72,0.72,0,2.68,104.7,98.1484,2021,6.3,13,0
Ivan Jurkovic,FIU,NA,24193,0.4,0.05,0.05,0,0.45,50.6,112.225,2014,7.0,2,0
Cody McDavis,Northern Colorado,NA,26861,5.8966,0.2759,0.2759,0.1034,2.6897,97.1,116.236,2015,6.8,1457,0
Issa Mase,Columbia,NA,9096,0.5,0,0,0,0,107.7,111.721,2010,6.5,42,0
Hunt Conroy,Minnesota,NA,51594,1,0,0,0,0,100.2,117.889,2018,5.10,253,0
Emery Coleman,New Mexico St.,NA,26945,0,0,0,0,0,0,108.159,2013,6.3,1203,0
Tareq Coburn,Hofstra,NA,45017,15.0952,0.8571,1.2381,0.8095,3.7619,120.9,106.526,2021,6.5,24,0
Freddie Wilson,Drexel,NA,37670,5.3333,1.5,0.6,0.0667,1.5,87.3,106.91,2015,6.2,21,0
Montana Byrd,Chicago St.,NA,36551,5.25,0.5312,0.4062,0.2188,1.9375,92.8,122.412,2018,6.4,181,0
Telly Davenport,Utah Valley,NA,41927,2.5,1.5,0,1,3,54,105.843,2016,6.4,1402,0
Christavious Gill,New Orleans,NA,32515,14.4444,2.5556,1.8148,0.1111,2.3704,103.9,108.397,2016,5.8,6,0
Kevin Johnson,Nicholls St.,NA,51625,6.5625,2.625,1.9062,0,2.7812,103.1,104.237,2018,5.10,3,0
Will Goff,Boston University,NA,36878,1.5357,0.3214,0.1786,0,0.5714,108.1,115.033,2015,6.4,4,0
Mark Holmes,Mississippi Valley St.,NA,12117,2.3793,0.1379,0.2069,0.1034,1.2069,94.8,103.73,2011,6.6,344,0
James Currington,Southeastern Louisiana,NA,29562,7.5926,0.4444,1.2593,0.5926,5.1852,102.6,97.5861,2018,6.7,13,0
Mikhail McLean,Houston,NA,15362,2.5333,0.4667,0.1333,0.2,1.7333,98.8,105.23,2015,6.8,12,0
Mckay Anderson,Southern Utah,NA,32352,1.9091,0.5,0.2273,0,1.0455,97.8,117.759,2014,6.5,1770,0
Mike Chandler,SIU Edwardsville,NA,41964,2.5,0.35,0.25,1.55,3.05,135.2,104.319,2016,6.8,172,0
Zuri James,Georgia Southern,NA,17115,5.6296,1.1852,0.6296,0,1.4444,94.5,114.584,2011,6.2,77,0
Avery Moore,Florida A&M,NA,31311,10.3929,1.4286,1.3571,0,1.7143,95,103.541,2011,5.10,48,0
Paris Lee,Illinois St.,NA,33287,6.7941,3.6471,2.4118,0.0588,2.3824,102.5,94.369,2015,5.11,244,0
Ladarius Tabb,Alabama A&M,NA,38296,18.8571,0.7143,1.3929,0.2857,6.8929,103.2,102.733,2016,6.5,220,0
John Cannon,Georgia,NA,20768,1.3889,0,0.0556,0.2778,1.0556,84.1,100.461,2014,6.10,222,0
Alex Osborne,Loyola Marymount,NA,11337,2.5333,0.2667,0.8,0.3,3.1,96.2,93.9613,2012,6.6,43,0
Jaden Quinerly,Alabama,NA,73703,2,0,0,0,0,200,101.603,2021,6.0,67,0
Trevor Lyons,Air Force,NA,37032,7.3636,2.3636,1.4242,0.0303,3.2424,96.5,106.321,2017,6.3,67,0
Jerry Jones,Bethune Cookman,NA,52492,1.5556,0.4444,0.4444,0.2222,1,64.1,100.539,2010,6.2,2,0
John Simons,Central Michigan,NA,29431,9.9667,0.9,0.5667,0.1667,7.1,115.4,109.361,2016,6.8,240,0
Nana Antwi-Boasiako,Stephen F. Austin,NA,73700,2.7143,0.3333,0.5714,0.9524,2.619,96.6,93.337,2021,6.9,96,0
Zadrian Gibson,Kennesaw St.,NA,13040,2.4,0.2,0.35,0.4,2.05,98.7,104.415,2010,6.6,324,0
Antonio Pilipovic,Drake,NA,51556,1.5,0.35,0.15,0.05,0.65,77.3,105.056,2019,6.7,288,0
Steve Gruber,Brown,NA,2155,0.9091,0.3182,0.2727,0,0.1818,76.2,105.075,2009,5.11,35,0
Jacob Gilyard,Richmond,NA,50729,11.4375,4.0625,2.7812,0.0312,2.1562,113.1,107.996,2018,5.9,47,0
Raquan Wilkins,East Carolina,NA,46505,1.8148,0.1481,0.2593,0.037,1.4815,77.3,98.3165,2017,6.5,8,0
Jordan Stevens,Holy Cross,NA,14390,5.1071,1.0714,0.4286,0.0714,2.1429,107.8,105.301,2012,6.5,176,0
DeWayne Cox,Prairie View A&M,NA,71788,7,1.2632,1.7368,0.0526,4.4211,110.9,88.1464,2021,6.2,85,0
Antonio DiMaria,Kent St.,NA,7933,0.3333,0,0.3333,0,0.6667,28.5,87.0756,2009,6.7,349,0
Rod Mills,Miami OH,NA,35040,1.4667,0,0.1333,0.0667,0.6,77.3,108.475,2015,6.7,270,0
David Cohn,William & Mary,NA,36157,10,4.5862,0.7241,0.1034,3.2069,117.2,108.318,2016,6.2,23,0
Duane Washington Jr.,Ohio St.,NA,66214,7,1.0571,0.2857,0,2.4857,90.5,101.795,2019,6.3,226,0
Scott Mammel,Army,NA,32315,3.7188,0.8125,0.4375,0.0312,0.8438,111.5,104.612,2017,5.11,259,0
Nick Haldes,Dayton,NA,33591,0,0,0,0,0,0,106.14,2015,-,237,0
Antwon Portley,Saint Peter's,NA,43664,7.8333,2.1111,0.8889,0.0833,2.2222,92.2,98.0725,2017,6.4,25,0
Emmanuel Bandoumel,SMU,NA,71950,10.1765,1.3529,0.4706,0.2941,2.9412,102.4,101.721,2021,6.4,177,0
DeShawn Sims,Michigan,NA,1386,16.5806,0.9677,1.0968,0.6774,7.4839,106.2,96.7526,2010,6.8,268,0
Quentin Jones,UMBC,NA,20770,7.24,1.56,0.96,0,1.76,103.1,108.168,2014,6.0,60,0
Sam Beeler,UC Santa Barbara,NA,24764,2.75,0.1071,0.1786,0.7143,1.9643,94.2,101.565,2014,6.10,13,0
Daniel Bryant,Arkansas St.,NA,6799,9.5,1.375,0.625,0,1.75,98.3,103.978,2011,5.10,98,0
Adam Lacey,Manhattan,NA,28652,0.1667,0,0.0833,0,0.25,39.2,94.3839,2013,6.10,81,0
Matthew Dorwart,Creighton,NA,17806,0,0,0,0.0909,0.0909,14,107.531,2011,6.8,339,0
A.J. Walton,Baylor,NA,11392,7.0556,3.5833,1.7778,0.0833,3.2778,94.8,96.6102,2013,6.1,122,0
Gavin Wilson,Charlotte,NA,31988,0,0,0,0,0,0,111.498,2014,6.1,203,0
Latif Rivers,Wagner,NA,15757,13,1.65,0.75,0.15,2.6,104.2,101.67,2013,6.1,10,0
Grayson Murphy,Belmont,NA,50886,4.5,1.75,0.5,0,1.5,88.9,100.427,2018,6.1,192,0
Austin Kenon,VMI,NA,1352,16.5,2.2857,1.25,0,3.1786,114,109.247,2009,5.11,318,0
John Golden,Dartmouth,NA,21562,8.5385,1.8077,0.7308,0.3077,4.2692,104,107.132,2014,6.6,165,0
Da'Quan Cook,St. Bonaventure,NA,4493,2.7667,0.3667,0.2,0.1333,2.4667,80.5,104.677,2010,6.9,435,0
Jarvis Pugh,Santa Clara,NA,37895,8.6316,1.3158,0.9474,0.3158,4.5789,103.4,99.5416,2017,6.6,23,0
Devan Straub,Evansville,NA,67795,0.6667,0.1667,0.1667,0,0.6667,79.3,87.0642,2021,6.2,117,0
Malik Porter,Idaho St.,NA,70794,11.9,1.1,0.8333,1.1333,5.1667,106.2,106.736,2020,6.5,1391,0
Rodney Williams,Drexel,NA,29166,5.4,0.4,0.2,1.1667,4.9667,104.6,98.7396,2014,6.7,21,0
Tim Ambrose,Albany,NA,3441,12.4375,2.8125,1.0312,0.0938,5.25,95.7,103.432,2010,6.0,115,0
Marcus Sheffield,Stanford,NA,39158,5.8889,0.963,0.4444,0.0741,2.1481,93.5,107.925,2016,6.5,27,0
Brian Pearson,Savannah St.,NA,33774,6.6774,0.3871,0.6129,0.3871,4.7742000000000004,102.5,102.624,2015,6.7,5,0
Cordell Pemsl,Iowa,NA,49476,2.8214,1.1786,0.2857,0.3571,3.1786,99.5,100.768,2020,6.9,219,0
Michael Miller,North Texas,NA,51122,10.3939,1.5152,0.6364,0.4848,5.697,106.3,96.8102,2019,6.3,140,0
Rodney Milum,Appalachian St.,NA,21382,9.3333,0.7778,0.2222,0.1111,1.5556,110.7,110.645,2012,6.0,1016,0
Darius Thompson,Western Kentucky,NA,40958,13.6053,4.7632,1.5263,0.4737,4.1842,117.2,102.492,2018,6.4,161,0
Rod Thomas,Murray St.,NA,71894,1.875,0.125,0,0.125,0.5,64.3,105.379,2021,6.0,160,0
Candon Rusin,Vermont,NA,10459,9.5484000000000009,0.7097,0.5161,0.0968,1.5484,109.4,102.495,2014,6.4,107,0
Cullen Neal,New Mexico,NA,47412,17,3.6667,0.6667,0,1.3333,112.9,102.518,2015,6.4,1577,0
David Kravish,California,NA,20361,6.8824,0.5294,0.2941,1.2059,5.5882,118.6,92.3256,2012,6.9,93,0
Ledarrius Brewer,Southeast Missouri St.,NA,51100,14.4839,1.2903,0.9355,0.5161,3.8065,101.4,112.506,2018,6.5,127,0
Nick Lamson,Santa Clara,NA,20659,0,0,0,0,0,0,122.478,2012,6.3,23,0
Denzel Gregg,St. Bonaventure,NA,32983,3.72,0.92,0.68,0.92,3.2,81.2,96.4099,2015,6.7,435,0
Michael Matlock,Mississippi Valley St.,NA,40764,3.4615,0.7692,0.5385,0.0769,5.2308,88.4,104.149,2016,6.6,344,0
Brandon Garrett,Murray St.,NA,16178,0.5556,0.1111,0.1111,0.1111,1.5556,45,89.3136,2011,6.9,160,0
Elijah McCullough,Sacramento St.,NA,66390,0,0,0,0,1,44.3,109.043,2019,6.3,12,0
Eric Ayala,Maryland,NA,66485,8.4194,2.4839,0.3871,0.0645,2.9032,98.1,100.623,2020,6.5,40,0
Miodrag Dronjak,William & Mary,NA,68062,1.6667,0,0.3333,0,0.3333,0,113.29,2020,6.2,23,0
Tyler Newbold,Utah St.,NA,3916,7.9118,2.9118,0.4706,0.1471,3.7941,130.2,99.5268,2010,6.4,1459,0
Zeke Schneider,SIU Edwardsville,NA,11173,0.619,0.1429,0.1429,0.2381,1.0476,102.6,108.301,2012,6.9,172,0
Chad Wilson,Delaware St.,NA,4370,0.25,0.4167,0,0.0833,0.5833,35.9,110.708,2009,6.0,139,0
Jabari Edwards,George Washington,NA,715,1.2414,0.1724,0.2759,0.8621,2.3448,82.6,94.8462,2010,6.10,19,0
Elhanan Bone,UNC Greensboro,NA,9397,0.6,0,0.2,0.2,0.4,66.2,95.17,2011,6.7,247,0
Jeremy Nash,Northwestern,NA,1135,3.5161,1.0968,1.129,0.1935,2.2258,98.1,97.2534,2009,6.3,180,0
Matt Hubbard,Santa Clara,NA,36351,1.25,0.125,0,0,1.375,60.6,105.141,2017,6.9,23,0
Cole Murray,Northern Kentucky,NA,31436,4,0.2692,0.1923,0.0385,1,114.5,110.849,2015,6.7,254,0
Adam Mikula,Boston University,NA,68073,0,0,0,0,0.5,62,110.856,2019,6.2,4,0
Curtis White,Howard,NA,2457,5.9032,2.129,0.7097,0.0968,2.7419,98.3,105.659,2009,6.4,54,0
Travis McKie,Wake Forest,NA,15758,10.697,1.303,0.9091,0.6364,4.1212,112.3,105.201,2014,6.7,291,0
Robert Ford III,Idaho St.,NA,72771,11.375,3.125,1.2083,0.2083,7.1667,94.5,95.7168,2021,6.0,1391,0
Tejai Allen,Florida Gulf Coast,NA,32925,0.2727,0,0,0,0.0909,38.8,106.056,2014,6.4,6,0
Malik Ellison,St. John's,NA,41697,7.3636,2.5455,0.9394,0.2424,3.2727,97.3,107.582,2017,6.6,39,0
D.J. Newbill,Penn St.,NA,24720,16.2581,4.0323,1.1613,0.2581,5,92,106.162,2013,6.4,370,0
Mangok Mathiang,Louisville,NA,31158,7.8485,0.7273,0.5152,1.1212,6,113.3,93.5739,2017,6.10,139,0
D.J. Boney,Delaware,NA,443,3.2903,0.9032,0.1935,0.1935,1.6129,100.4,110.902,2011,6.5,42,0
George Papas,Monmouth,NA,52357,8.5161,2,0.9032,0.2258,1.9677,106,98.2657,2020,6.5,65,0
Isaiah Thompson,Purdue,NA,71395,4.1786,0.9643,0.1786,0,1.3571,118.1,106.415,2021,6.1,190,0
Ryan Watts,Alabama St.,NA,12773,6.2069,0.8276,0.6897,0.2069,1.8966,81.1,96.9238,2012,6.2,79,0
Caden Boser,UMKC,NA,73745,4.1765,0.8824,0.4706,0.0588,1.5294,125,101.699,2021,6.8,279,0
Raquan Brown,New Orleans,NA,71089,3.1111,0.4444,0.2963,0.037,0.8148,117.1,115.915,2020,6.3,6,0
Azuolas Tubelis,Arizona,NA,73765,12.1923,1.2308,0.5769,0.6154,7.0769,104,98.917,2021,6.11,354,0
Dondre Wise,Arizona,NA,10869,0,0.2857,0,0,0.1429,108.5,99.885,2012,6.1,354,0
Cameron Blakley,Charlotte,NA,31986,2.2857,0.1905,0.1429,0.2381,1.0476,104.3,104.36,2015,6.9,203,0
Ridge McKeither,Chattanooga,NA,12644,9.56,0.88,0.6,0.16,6.16,91.2,96.6104,2010,6.5,204,0
Keith Armstrong,Robert Morris,NA,21175,1.9677,0.0968,0.3871,0.0968,1.871,91.9,99.162,2012,6.7,352,0
Jalen Williams,Furman,NA,40009,2.6207,0.3103,0.1379,0.4483,2.2759,91.4,99.074,2017,6.8,313,0
Jordan Sims,UTSA,NA,15439,1.6522,0.1304,0.1304,0,1.087,101.7,106.821,2011,6.4,302,0
Alex Arians,South Dakota St.,NA,66450,6.2424,2.1212,0.7879,0.0303,4.8788,122.9,102.868,2019,6.4,500,0
Matt Hancock,Lamar,NA,27527,1,0.3077,0.0385,0.0385,0.6923,58.1,114.981,2013,6.4,6,0
Rickey Scott,Arkansas,NA,19237,4.2812,1.4375,0.625,0.1562,2,100.4,98.3205,2013,6.3,437,0
Phil Benson,Saint Mary's,NA,5554,0.875,0.125,0,0.125,1.0625,96.5,96.8168,2010,6.8,152,0
Calvin Crawford,Manhattan,NA,38455,2.3667,0.2333,0.2667,0.1333,1.5333,84.6,96.8711,2015,6.8,81,0
Alex Malone,SMU,NA,1622,2.45,0.3,0.25,0.05,1.45,85.3,106.172,2009,6.8,177,0
Davis Rozitis,Hawaii,NA,22294,1.963,0.3333,0.1852,0.7407,2.2222,105.1,96.1321,2013,7.0,29,0
Rayjon Tucker,Little Rock,NA,41759,20.3333,1.7667,1.1,0.3667,6.7333,113.9,103.369,2019,6.5,102,0
Jonathan Sloan,Texas St.,NA,1669,2.3333,0.25,0.1667,0.25,1.625,77.3,101.99,2009,6.8,188,0
David Jackson,Louisiana Tech,NA,4754,5.3824,0.5588,0.3529,0.5294,4.0588,102.9,102.341,2010,6.8,93,0
Lionell Holmes,Stephen F. Austin,NA,12391,1.1667,0,0,0,0.3333,123.6,98.1259,2010,6.3,96,0
Travis Berry,Seton Hall,NA,34396,0,0.6,0,0,0,53.1,114.424,2014,6.4,77,0
Barlow Alleruzzo IV,Eastern Illinois,NA,73447,3.3913,0.3478,0.1739,0.1739,2.5217,91.9,109.562,2021,6.9,211,0
Khalid Moore,Georgia Tech,NA,66414,3.2759,1.1379,0.6552,0.1724,2.1034,75.1,95.9596,2020,6.7,283,0
Nick Madray,Binghamton,NA,39221,7.7692,0.3077,0.2308,0.8462,3.4615,86.4,106.874,2015,6.9,264,0
Julian DeBose,Rice,NA,38057,3.1613,0.6129,0.871,0.129,1.2903,83.9,97.1745,2012,6.4,14,0
John Brandenburg,Colgate,NA,5789,2.6071,0.2143,0.1786,0.5714,2.1429,90.5,108.602,2011,6.11,340,0
Milos Vranes,Southeast Missouri St.,NA,48739,5.8387,0.5484,0.7097,0.0645,3.2581,109.8,106.479,2017,6.7,127,0
Chris Barnum,Stanford,NA,19025,0,0,1,0,1,208.5,42.1629,2011,6.1,27,0
Josh Caldwell,Army,NA,67565,12.5909,1.5,1.8182,0.1818,4.5,100.3,99.7182,2021,6.2,259,0
Sam Mack,Southern,NA,71257,1.75,0.3125,0.25,0.0625,0.75,73.1,102.757,2020,6.4,19,0
Deitrich Cole,Jacksonville St.,NA,36642,1.35,0.3,0.1,0.6,1.4,60.7,107.603,2015,6.9,205,0
Bryant Mbamalu,Louisiana Lafayette,NA,17797,13.9643,1.5,0.75,0.0357,3.7143,111.8,107.047,2013,6.2,11,0
Justin Greene,Kent St.,NA,8698,2.0333,0.0667,0.3333,0.3,1.6,92.9,94.8591,2009,6.8,349,0
Amir Harris,Nebraska,NA,66111,2.1739,0.7391,0.4348,0.4348,2.4783,94.6,96.6078,2019,6.6,358,0
Chris LaValle,Syracuse,NA,71084,0,0,0,0,0,0,114.988,2021,5.11,116,0
Victor Bailey Jr.,Oregon,NA,51881,7.3514,0.9189,0.6486,0,1.973,109.3,98.8837,2019,6.4,136,0
Turner Botz,Green Bay,NA,33071,6.4062,0.9375,0.5,0.125,3.9375,112.4,105.699,2017,6.7,182,0
Tre' Williams,Minnesota,NA,70552,3.0645,0.871,0.3226,0.2258,2.129,81.7,100.122,2020,6.5,253,0
A.J. Stewart,Kentucky,NA,3399,2,0.2414,0.2414,0.4828,1.1724,97.3,90.9131,2009,6.9,307,0
Jan Svandrlik,Iona,NA,46977,2.3871000000000002,0.1935,0.2258,0.1613,1.9677,129.8,103.586,2017,6.7,18,0
Corey Brown,Northern Arizona,NA,40175,1.4783,0.1739,0.0435,0.1304,1.4348,80.5,108.004,2017,6.8,2101,0
DeAngelo Stewart,Fort Wayne,NA,32418,4.9375,0.7812,0.625,0.0938,2.1875,112.1,108.923,2017,6.5,236,0
Devan Downey,South Carolina,NA,740,19.8065,4.5161,2.871,0.129,2.8065,104,93.8169,2009,5.10,95,0
Karl Gamble,Middle Tennessee,NA,42024,1.5667,0.2,0.2,0.3667,1.2,97,89.5939,2017,6.9,191,0
Brandon Ubel,Nebraska,NA,11874,6.0625,0.5938,0.3125,0.2812,3.6562,111.2,95.5864,2011,6.10,358,0
