player_name,team,pick,pid,pts,ast,stl,blk,treb,Ortg,drtg,year,ht,elevation (m),drafted,...16,...17
Chris Roberts,Arkansas,NA,13909,0,0,0,0,1,35.1,NA,2010,-,437,0,NA,NA
Cody Lay,Arkansas,NA,13912,2,0,1,0,0,101.2,NA,2010,-,437,0,NA,NA
Lamar Lee,Detroit,NA,13914,3.2,0.5667,0.2,0.0333,0.4667,103,103.262,2010,6,197,0,NA,NA
Perris Blackwell,San Francisco,NA,13940,6.3478,0.6087,0.4783,0.1739,4.3913,93.2,108.365,2010,6.8,102,0,NA,NA
Michael Chroney,Bryant,NA,13943,3.8571,1.25,0.6071,0.2857,3.8214,73,105.205,2010,6.2,120,0,NA,NA
Phillip Duckett,Grambling St.,NA,13946,0,0,0,0,0,0,115.776,2010,NA,92,0,NA,NA
Cortez Irby,Kennesaw St.,NA,13949,0.7059,0.3529,0.2353,0,0.8824,64.2,101.937,2010,6.4,324,0,NA,NA
Angus Brandt,Oregon St.,NA,13952,1.1154,0.5769,0.2692,0.1923,1.0769,66.4,99.6965,2010,6.9,73,0,NA,NA
Kyle Richardson,Long Beach St.,NA,13959,0.4375,0.0625,0,0,0.5,55.1,105.505,2010,6.7,4,0,NA,NA
John Green,Ball St.,NA,13972,0.9231,0.6154,0.3846,0.0769,0.7692,60.6,98.2035,2010,6.3,286,0,NA,NA
Donald Johnson,Cal St. Bakersfield,NA,14019,3.2593,0.2963,0.1852,0.4815,3.5185,81.4,107.374,2010,6.8,123,0,NA,NA
Corvonn Gaines,East Carolina,NA,14060,2.6957,1.1304,0.4783,0.087,1.8261,94.5,113.5,2010,6.4,8,0,NA,NA
Mitch Woolpert,San Diego,NA,14064,0,0,0,0,0,0,114.452,2010,6.3,93,0,NA,NA
Justin Clark,Illinois St.,NA,14076,1.3871,0.6774,0.1613,0.0968,1.1935,78,102.207,2010,6.4,244,0,NA,NA
Luke Hancock,George Mason,NA,14077,7.6562,3,0.8125,0.25,3.4688,101.5,102.16,2010,6.5,135,0,NA,NA
Dylan Royer,Cal Poly,NA,14080,0.6,0.1333,0.0667,0,0.2,62.7,114.208,2010,6.2,95,0,NA,NA
Justin Davis,Florida Atlantic,NA,14085,0.7727,0.0455,0.0909,0.3182,1.6818,75.9,103.178,2010,6.1,3,0,NA,NA
Laron Griffin,Eastern Washington,NA,14091,4.6429,0.1071,0.3214,0.5714,3.7143,83.3,104.426,2010,6.8,745,0,NA,NA
McIntoche Alcius,Winston Salem St.,NA,14123,4.2381,0.7143,0.619,0.5238,4.381,72.3,101.137,2010,6.6,263,0,NA,NA
Jeremy Lay,Hawaii,NA,14126,8.7273,2.1364,0.7727,0,1.8182,95.7,111.418,2010,6,29,0,NA,NA
Bobby Lee,Southern,NA,14134,4.6316,0.2632,0.7368,0.1579,1.7895,80.7,99.1212,2010,6.5,19,0,NA,NA
Quinton Doggett,Southern,NA,14136,5.1034,0.069,0.4138,1.3793,3.7586,84.9,100.218,2010,6.8,19,0,NA,NA
Rory Fannon,Utah Valley,NA,14184,0.4583,0.5,0.125,0.125,1.375,59.4,105.929,2010,6.9,1402,0,NA,NA
Kevin Stineman,SIU Edwardsville,NA,14189,2.9615,1.2308,0.5,0,1.5769,65,111.172,2010,6,172,0,NA,NA
Gary Dixon,Southeastern Louisiana,NA,14195,7.8261,0.913,0.5652,0.0435,1.2174,100.9,106.693,2010,6.3,13,0,NA,NA
Brandon Evans,UNC Greensboro,NA,14197,8.5172,0.8276,0.4138,0.0345,4.3448,92.5,107.359,2010,6.2,247,0,NA,NA
Robby Dilmore,UNC Greensboro,NA,14210,0,0,0,0.5,0,0,87.1038,2010,6.2,247,0,NA,NA
Korey VanDussen,UNC Greensboro,NA,14211,4.3871,1.2903,0.6774,0.0323,1.4839,87.9,107.292,2010,6.2,247,0,NA,NA
Nick Daniels,IPFW,NA,14244,9.5517,1.5862,0.6897,0.3103,2.9655,105.2,104.223,2010,6.2,247,0,NA,NA
Frank Gaines,IPFW,NA,14245,3.6552,0.4828,0.4483,0.2414,2.1379,85.6,101.084,2010,6.4,247,0,NA,NA
Jeremy Mixon,IPFW,NA,14247,7.04,1.16,0.56,0.16,1.6,94.5,103.199,2010,6.1,247,0,NA,NA
Ryan Bogdan,Quinnipiac,NA,14269,0.1176,0.1765,0,0,0.1176,36.6,105.287,2010,6.4,33,0,NA,NA
Verdell Jones III,Indiana,NA,14282,14.9355,3.3871000000000002,0.9032,0.4194,3.9032,99.6,106.457,2010,6.4,235,0,NA,NA
Colin Klebon,Bucknell,NA,14319,1.5625,0.25,0.25,0.0625,1.1875,88.2,98.5602,2010,6.8,160,0,NA,NA
Kevin Rohner,Toledo,NA,14320,0.6667,0.1667,0,0,0,134,118.921,2010,6.1,187,0,NA,NA
Robert Olson,Loyola MD,NA,14322,6.4,1.3333,0.9,0.1667,2.5667,101.9,101.915,2010,6.4,99,0,NA,NA
Stanley Honorat,Charleston Southern,NA,14326,2.8571,0.2857,0.1429,0,2.1429,96.7,108.612,2010,6.3,12,0,NA,NA
Raymond Taylor,Florida Atlantic,NA,14340,13.75,5.7143,1.25,0,2.9286,100.3,106.051,2010,5.6,3,0,NA,NA
Andre Mattison,Florida Atlantic,NA,14341,0.75,0,0.1,0.1,0.95,78,106.212,2010,6.7,3,0,NA,NA
James Albright,Cal St. Bakersfield,NA,14354,2.7083,0.4167,0.0833,0,1.2917,78.5,113.208,2010,6.6,123,0,NA,NA
Jeremy Smith,Nicholls St.,NA,14355,0.7,0.1,0.3,0.1,0.4,61.5,105.011,2010,6.3,3,0,NA,NA
Brendan Connolly,Princeton,NA,14359,1.4286,0.2857,0.0714,0.2857,0.7857,101.3,89.3963,2010,6.9,33,0,NA,NA
Damon Heuir,Southern Utah,NA,14365,2.4783,0.913,0.087,0.0435,1.3913,58.8,112.775,2010,6.2,1770,0,NA,NA
Branden Doughty,Coppin St.,NA,14374,5.8148,0.4074,0.5556,0.963,4.7037,91.7,100.631,2010,6.8,10,0,NA,NA
Matt Darnell,NJIT,NA,14381,0.9,0.1,0.2,0.1,0.8,54.9,103.601,2010,6.6,4,0,NA,NA
Travis Bledsoe,North Dakota,NA,14397,15.3043,1.8261,0.913,0,2.1304,111.2,111.477,2010,5.11,250,0,NA,NA
Aaron Thompson,Sam Houston St.,NA,14401,1.7692,0.3077,0.0769,0.1538,1.3077,106.2,103.157,2010,6.9,143,0,NA,NA
Gene Teague,Southern Illinois,NA,14404,6.2143,0.4643,0.3929,0.4286,4.5714,91.2,98.5423,2010,6.9,129,0,NA,NA
Donavan Bragg,Cal St. Bakersfield,NA,14413,9.5172,2.5517,1.069,0.2414,3.3793,95,109.991,2010,6.3,123,0,NA,NA
Taylor Wagener,Wofford,NA,14444,0.375,0,0.25,0,0.625,37.4,41.837,2010,6.3,246,0,NA,NA
Jacob Arnett,Lipscomb,NA,14463,2.5,2.4643,0.7143,0.0714,2.25,85.9,106.759,2010,6.4,178,0,NA,NA
Nick Gerrity,Central Connecticut,NA,14506,0,0,0,0,0.3333,0,104.591,2010,6.4,44,0,NA,NA
Tyrone Watson,New Mexico St.,NA,14508,2.8148,0.5185,0.4815,0.1481,1.9259,106.2,104.858,2010,6.5,1203,0,NA,NA
Delvon Johnson,Arkansas,NA,14518,2.625,0.0625,0.25,0.5,2.375,108.9,105.637,2010,6.9,437,0,NA,NA
Rodriguez Sherman,Kent St.,NA,14525,10.5152,2.9394,1.5152,0.1818,4.0303,88.9,96.6305,2010,6.2,349,0,NA,NA
Robbie Dreher,Winthrop,NA,14540,6.0645,1.129,1.129,0.0968,2.5806,79.1,93.8649,2010,6.4,205,0,NA,NA
Taylor Dunn,Winthrop,NA,14541,1,0,0,0,0.25,115.6,104.649,2010,6.2,205,0,NA,NA
Justin Jordan,Saint Louis,NA,14547,4.9688,1.75,0.4375,0,1.5312,95.9,96.1219,2010,5.9,162,0,NA,NA
Frank Wiseler,Drake,NA,14564,4.4062,2.4688,0.4375,0.0312,1.3125,93.9,111.25,2010,6.2,288,0,NA,NA
Matt Sauey,North Florida,NA,14571,8.3103,0.7586,0.6207,1.6207,4.7241,96.4,97.4225,2010,6.7,26,0,NA,NA
Cory Remekun,Saint Louis,NA,14575,1.8,0.3429,0.2857,0.9143,1.7714,67.2,91.3957,2010,6.7,162,0,NA,NA
Remy Boswell,Houston Baptist,NA,14604,3.4231,0.1154,0.1538,0.3462,2.7308,86.2,105.395,2010,6.7,19,0,NA,NA
B.J. Jenkins,Murray St.,NA,14616,10.6471,3.1471,1.6765,0.2353,2.7059,120,90.9054,2010,6,160,0,NA,NA
Brandon Baker,Belmont,NA,14629,2.2333,0.4333,0.4,0.2333,1.8333,97.9,94.2084,2010,6.6,192,0,NA,NA
Julian Olubuyi,Northern Arizona,NA,14643,2.7692,3.6154,0.9231,0,1.3462,83,109.114,2010,5.9,2101,0,NA,NA
Matthew Dellavedova,Saint Mary's,NA,14645,12.3939,4.4545,1.2121,0,3.5455,118.5,102.621,2010,6.3,152,0,NA,NA
Jonathan Dupre',Pepperdine,NA,14651,7,0.4483,0.2069,0.3448,3.5862,99.3,112.068,2010,6.8,233,0,NA,NA
Aj Spencer,Alabama St.,NA,14667,3.08,3.8,0.88,0.12,1.76,88,99.7038,2010,6.2,79,0,NA,NA
Will Hauser,Ball St.,NA,14673,0,0,0,0,0,0,109.023,2010,6.4,286,0,NA,NA
Leonard Hayes,Stony Brook,NA,14699,0.5,0,0,0,0.25,58.8,103.065,2010,6.4,45,0,NA,NA
Santwon Latunde,Cal St. Bakersfield,NA,14701,10.7241,0.6552,0.5862,0.3103,7.8276,96.8,106.367,2010,6.6,123,0,NA,NA
Dwain Williams,Hawaii,NA,14706,14.6154,1.3077,0.3077,0,1.0769,110.6,115.934,2010,6,29,0,NA,NA
Will Taylor,Cal Poly,NA,14732,4.9355,0.4839,0.9032,0.2581,5.0323,95.7,103.107,2010,6.8,95,0,NA,NA
Jerrell Boswell,Maine,NA,14736,0.8,0.2,0.1,0,0.2,77.7,98.6157,2010,6,35,0,NA,NA
David Brown,Gardner Webb,NA,14741,2.2727,0.3636,0.0909,0,0.1818,81.1,116.125,2010,6.2,261,0,NA,NA
Charvez Davis,Alabama,NA,14747,6,0.6562,0.1875,0.0938,1.3125,108,106.127,2010,6.3,67,0,NA,NA
David Mazanowski,IUPUI,NA,14759,0,0,0,0,0,0,113.693,2010,6.3,190,0,NA,NA
Troy Snyder,Green Bay,NA,14760,1.3333,0.2222,0.1111,0,0.5556,103.9,107.917,2010,6.5,182,0,NA,NA
Shane Walker,Loyola MD,NA,14775,8.6667,0.9,0.8333,1.5333,6.5667,91.6,95.8513,2010,6.1,99,0,NA,NA
Nigel Spikes,Marshall,NA,14786,2.037,0.2222,0.1481,0.2593,2.1481,107.5,97.8973,2010,6.1,166,0,NA,NA
Paul Darkwa,Wright St.,NA,14789,1.0769,0.0385,0,0.3846,1.4231,74.7,91.7003,2010,6.7,268,0,NA,NA
Joe Wong,Southeastern Louisiana,NA,14805,1.6667,0.3333,0,0,0,65.2,113.171,2010,5.6,13,0,NA,NA
Marcus Jordan,UCF,NA,14817,8.1613,2.5161,1.0968,0.2903,3.1613,99.6,104.555,2010,6.3,28,0,NA,NA
Charles White,Hartford,NA,14825,4.6296,1.1852,0.5556,0.037,2.2222,88.8,110.781,2010,6.1,478,0,NA,NA
Evan Faulkner,Radford,NA,14942,2.7778,1.1481,0.5185,0.1111,1.5926,73.4,99.1805,2010,6.1,641,0,NA,NA
Gregory Echenique,Rutgers,NA,14957,12.5714,0.5714,0.8571,2.2857,7.7143,113.1,96.0109,2010,6.9,28,0,NA,NA
Mike Holmes,South Carolina,NA,15063,9.4286,0.1429,0.5714,0.7143,4.2857,104.5,100.807,2010,6.7,95,0,NA,NA
Joe Fulce,Marquette,NA,16028,3.5,0.2941,0.4412,0.3235,3.1176,112,94.7564,2010,6.7,198,0,NA,NA
Bryan Hammond,Nicholls St.,NA,16319,NA,NA,NA,NA,NA,0,NA,2010,NA,3,0,NA,NA
Nasir Robinson,Pittsburgh,NA,16406,6.6176,1.5588,0.3824,0.3235,5.5588,97.7,97.2831,2010,6.5,328,0,NA,NA
Gus Clardy,Pepperdine,NA,16522,1.9412,0.0588,0.1765,0.1176,1.7647,126.7,112.168,2010,6.8,233,0,NA,NA
David Perez,Centenary,NA,17799,14.2593,1.8148,0.8148,0,2.4444,107.1,115.48,2010,6.3,177,0,NA,NA
Ryan Dougherty,Georgetown,NA,18155,0,0,0,0,0,0,111.095,2010,6,43,0,NA,NA
J.R. Sims,Eastern Michigan,NA,19022,NA,NA,NA,NA,NA,0,NA,2010,NA,226,0,NA,NA
Derek Thompson,Southeast Missouri St.,NA,19210,7.9286,0.8571,0.3214,0,2.1429,92.4,108.715,2010,6.3,127,0,NA,NA
Jordan Aaberg,North Dakota St.,NA,19565,3.5185,0.1481,0.2963,1.1852,2.7778,102,97.2023,2010,6.9,274,0,NA,NA
Dylan Hale,Texas St.,NA,19617,4.8519,0.9259,0.6667,0.037,1.4444,101.8,105.204,2010,6.1,188,0,NA,NA
Shawn Williams,Texas,NA,20017,1.5714,0.7143,0,0,1.7143,105.6,93.6583,2010,6.6,159,0,NA,NA
Chris Perez,Liberty,NA,20062,4.7857,0.5,0.75,0.0357,1.5714,95.6,103.661,2010,6.4,282,0,NA,NA
Jon Smith,Saint Louis,NA,20321,2.5,0.2647,0.2353,0.9118,2.7059,112.8,88.5001,2010,6.5,162,0,NA,NA
Michael Bizoukas,DePaul,NA,20479,3.6957,2.1739,0.913,0,2.1304,106.3,104.447,2010,6.1,182,0,NA,NA
Chris Evans,Coastal Carolina,NA,21331,2.7619,0.381,0.1429,0.1905,1.7143,93.9,91.6669,2010,6.7,15,0,NA,NA
Austin Alecxih,UNC Asheville,NA,21339,0.9091,0.0909,0.1818,0,0.1818,59.1,107.681,2010,6.5,650,0,NA,NA
Raymond Cowels,Santa Clara,NA,21494,7.4828,1.1034,0.7241,0.069,2.1034,92.4,108.831,2010,6.4,23,0,NA,NA
Drew Wiley,Oregon,NA,21669,2.1579,0.2632,0.0526,0.2105,0.7368,104.1,108.551,2010,6.7,136,0,NA,NA
Gene Swindle,Virginia Tech,NA,21694,0,0,0,0,1,58.5,105.982,2010,6.11,629,0,NA,NA
Chris Prescott,Saint Joseph's,NA,21735,4.6,0.8667,0.3333,0.0333,1.1667,82.9,110.243,2010,6.1,86,0,NA,NA
Mike Moser,UCLA,NA,22000,0.6,0.2667,0.2,0,0.4667,36.2,104.443,2010,6.8,115,0,NA,NA
Jamil Wilson,Oregon,NA,22188,4.7308,0.9615,0.4615,0.4615,3.2308,101.7,103.007,2010,6.7,136,0,NA,NA
Rob Watsabaugh,Wyoming,NA,22247,0.1429,0,0,0.1429,0,57.9,109.466,2010,6.7,2205,0,NA,NA
Davis Rozitis,USC,NA,22294,0.2222,0.1111,0,0.2222,0.7778,79,83.9602,2010,7,57,0,NA,NA
Kenny Kadji,Florida,NA,22303,0.8889,0,0.1111,0.3333,0.6667,63,99.7152,2010,6.1,31,0,NA,NA
Shamarr Bowden,Charlotte,NA,22326,5.7333,0.1333,0.2,0,0.6667,93.3,107.566,2010,6.3,203,0,NA,NA
Dominique Sutton,Kansas St.,NA,22367,7.3611,1.9444,1.2778,0.1944,5.8611,105,94.457,2010,6.5,321,0,NA,NA
Blake Cushingberry,Oakland,NA,22619,4.6061,0.5455,0.4545,0.0303,1.9394,107,105.3,2010,6.3,286,0,NA,NA
Rob Murphy,Lipscomb,NA,22664,1.3333,0,0,0,0.3333,210.5,100.359,2010,6.7,178,0,NA,NA
Ray Willis,Oklahoma,NA,22668,2.4286,0.2857,0.2857,0.4286,2,76.2,107.365,2010,6.6,355,0,NA,NA
London Giles,Nevada,NA,22792,0.6667,0.6667,0.3333,0.037,0.4815,66.9,103.394,2010,6.3,1392,0,NA,NA
Preston Medlin,Utah St.,NA,22823,3.619,0.5714,0.0952,0.0476,0.7143,93.2,102.147,2010,6.4,1459,0,NA,NA
Jared Swopshire,Louisville,NA,22884,7.4545,1.303,0.6667,0.3939,6.0606,108.4,100.259,2010,6.8,139,0,NA,NA
Bo Spencer,LSU,NA,22922,14.5333,2.6667,1.1,0.1667,2.4667,89.8,107.314,2010,6.1,12,0,NA,NA
Bryant Irwin,Saint Joseph's,NA,23014,4.1379,0.4138,0.3103,0.3793,2.2759,87.4,107.153,2010,6.8,86,0,NA,NA
Chris Colvin,Iowa St.,NA,23231,3.0345,1.931,0.3793,0.069,1.069,65.1,105.275,2010,6.3,291,0,NA,NA
Garrett Green,LSU,NA,23574,2.1,0.3,0.4,0.3333,2.4667,66.5,100.042,2010,6.1,12,0,NA,NA
Kenneth Ortiz,Southern Miss,NA,23780,0.5909,0.7273,0.1364,0,0.7727,58.1,96.6338,2010,5.11,60,0,NA,NA
Sherrod Wright,George Mason,NA,23977,5.4839,0.4516,0.4839,0.1935,1.7097,96.2,104.344,2010,6.4,135,0,NA,NA
Nate Garth,New Mexico,NA,23984,4.1176,1.6176,0.3235,0.0294,1.2059,98.4,104.033,2010,6.3,1577,0,NA,NA
Erik Williams,Marquette,NA,24056,1.1579,0.1579,0.1053,0.1053,1.3684,86.9,99.7208,2010,6.7,198,0,NA,NA
Jarred DuBois,Loyola Marymount,NA,24218,12.5517,2.5517,1.4828,0.1034,3.0345,109.1,109.519,2010,6.3,43,0,NA,NA
DeWayne Jackson,Morgan St.,NA,24443,10.0541,0.7027,0.8108,0.7568,4.2703,114.6,97.4731,2010,6.8,63,0,NA,NA
Jarred Shaw,Oklahoma St.,NA,24505,0.6111,0.0556,0.1667,0.1667,0.7778,76.1,92.6091,2010,6.1,286,0,NA,NA
J'mison Morgan,UCLA,NA,24711,1.8947,0.2105,0.2105,0.8421,1.2632,75.3,101.12,2010,6.1,115,0,NA,NA
Tim Johnson,George Washington,NA,24954,3.5185,0.7778,0.2593,0.0741,1.1481,91,102.785,2010,6.3,19,0,NA,NA
Paul McCoy,SMU,NA,25976,7.2632,2.0526,1.2632,0.1053,3.4211,80.9,103.445,2010,5.11,177,0,NA,NA
Cully Payne,Iowa,NA,26015,8.6562,3.8125,0.5312,0,3,86.1,108.933,2010,6.1,219,0,NA,NA
Jake Thomas,South Dakota,NA,26151,12.6429,1.9643,0.8571,0.3571,3.9286,108.7,102.79,2010,6.3,377,0,NA,NA
Sam McLaurin,Coastal Carolina,NA,26429,3.0645,0.8387,0.3226,1.4839,5.1613,113.9,90.5813,2010,6.8,15,0,NA,NA
Devon White,La Salle,NA,26524,2.9286,0.3214,0.4286,0.7143,3.25,102.8,103.53,2010,6.8,67,0,NA,NA
Korie Lucious,Michigan St.,NA,26659,5.5833,3.2778,0.75,0.1389,1.6944,94.6,100.941,2010,5.11,263,0,NA,NA
A'uston Calhoun,Bowling Green,NA,26838,4,0,0,0,0,104.2,115.755,2010,6.7,212,0,NA,NA
Julius Mays,North Carolina St.,NA,27248,4.6111,1.5833,0.6944,0.0833,1.2222,94,101.335,2010,6.3,123,0,NA,NA
Marshall Henderson,Utah,NA,27714,11.8,0.9,0.7333,0.1,2.5333,101.5,103.065,2010,6.2,1458,0,NA,NA
J.J. Richardson,Pittsburgh,NA,27727,0.7727,0.0455,0.0909,0.0455,0.9545,118.5,94.6591,2010,6.7,328,0,NA,NA
Seth VanDeest,Drake,NA,28107,8.4545,0.9394,0.3636,1.3636,4.2121,107,105.495,2010,6.1,288,0,NA,NA
Will Egolf,Bradley,NA,28371,7.0323,0.3548,0.5161,0.8387,4.4194,98.2,101.791,2010,6.9,183,0,NA,NA
Aaron Hawley,Drake,NA,29606,4.697,0.2424,0.3636,0.0606,1.9697,95.4,107.202,2010,6.8,288,0,NA,NA
Evan Gordon,Liberty,NA,30317,12.1071,1.8571,0.9643,0.1786,4.1071,97.5,104.287,2010,6.2,282,0,NA,NA
Umar Shannon,St. Francis PA,NA,30572,8.95,1.6,0.3,0,1.35,90.8,113.042,2010,6,595,0,NA,NA
Michael Williams,San Francisco,NA,31973,4.9583,1.2917,0.2083,0.0417,0.9583,96.2,111.893,2010,6,102,0,NA,NA
Elliott Bullock,Stanford,NA,34275,0.2727,0.4091,0.4091,0,1.2273,57.1,103.273,2010,6.11,27,0,NA,NA
Devin Booker,Clemson,NA,37613,4.5,0.3125,0.375,0.125,2.9375,100.4,92.3856,2010,6.8,221,0,NA,NA
Russ Permenter,Providence,NA,49753,1.5,0,0.125,0.6875,1.75,87.9,107.55,2010,6.9,46,0,NA,NA
K.C. Robbins,Illinois Chicago,NA,49876,3.7241,0.0345,0.1034,0.931,3.6552,78,102.654,2010,6.11,180,0,NA,NA
Mychal Ladd,Fresno St.,NA,50025,10.5161,1.3548,0.9355,0.2581,3.5161,106.8,105.033,2010,6.5,104,0,NA,NA
Louis Brown III,South Carolina St.,NA,50044,NA,NA,NA,NA,NA,0,NA,2010,NA,76,0,NA,NA
Travess Armenta,Northern Colorado,NA,50103,5,0,1,0,1,130.9,96.7584,2010,None,1457,0,NA,NA
Jerry Jones,Bethune Cookman,NA,52492,1.5556,0.4444,0.4444,0.2222,1,64.1,100.539,2010,6.2,2,0,NA,NA
Grant Leiendecker,Butler,NA,41,1.2857,0,0.1429,0.0714,0.2857,115.3,89.8161,2011,6.5,230,0,NA,NA
Frank Hassell,Old Dominion,NA,100,15.1471,1.1176,0.8529,1.2647,9.4412,117.5,91.4288,2011,6.9,4,0,NA,NA
Sean Carter,Massachusetts,NA,113,4.8276,0.4828,0.4828,1.2759,6.3103,105,96.675,2011,6.9,65,0,NA,NA
Carlton Fay,Southern Illinois,NA,114,12.7188,0.6562,0.4375,0.2812,4,100.6,103.66,2011,6.8,129,0,NA,NA
Kareem Nitoto,UC Riverside,NA,122,9.75,3.6071,0.7143,0.25,3.2857,98.8,109.347,2011,6.1,323,0,NA,NA
Shawn Vanzant,Butler,NA,125,8.0811,1.7027,0.7838,0.0541,3.3784,109.7,100.208,2011,6,230,0,NA,NA
Vlad Moldoveanu,American,NA,163,20.4333,1.9667,0.3667,0.4667,6.4333,112.9,101.726,2011,6.9,114,0,NA,NA
Tim Abromaitis,Notre Dame,NA,209,15.4412,1.7941,0.7647,0.4412,6.0588,118.2,100.527,2011,6.8,224,0,NA,NA
Dante Jackson,Xavier,NA,269,7.9062,1.9688,1.2812,0.2188,3.125,103.5,99.6405,2011,6.5,199,0,NA,NA
James Spencer,Liberty,NA,330,0,0.1111,0,0,0,11.9,110.634,2011,6.1,282,0,NA,NA
Jeremy Hazell,Seton Hall,NA,370,19.8333,1.6111,2.3889,0.0556,3.5,107.7,94.6731,2011,6.5,77,0,NA,NA
Brian Mills,Mercer,NA,434,16.5312,1.25,0.9375,0.5,6.0938,101.7,100.846,2011,6.7,133,0,NA,NA
George Valentine,Winthrop,NA,438,6.6296,0.8519,1.1852,1.1481,7.037,109.3,95.646,2011,6.8,205,0,NA,NA
D.J. Boney,Delaware,NA,443,3.2903,0.9032,0.1935,0.1935,1.6129,100.4,110.902,2011,6.5,42,0,NA,NA
Travis Cohn,Jacksonville,NA,460,9.9333,1.1333,0.5333,0.0667,2.9333,109.8,97.4593,2011,6.2,15,0,NA,NA
Tyrel Reed,Kansas,NA,479,9.7105,1.7368,1.4737,0.1842,3.1053,122.5,94.2558,2011,6.4,310,0,NA,NA
Casey Harriman,Creighton,NA,481,0.3333,0.1667,0,0,0.3333,79.2,104.784,2011,6.5,339,0,NA,NA
Anthony Hill,Milwaukee,NA,501,15.3125,1.4375,0.4375,0.5938,6.625,108.7,103.649,2011,6.7,207,0,NA,NA
Rahmon Fletcher,Green Bay,NA,504,15.6452,3.0645,1.4839,0.0968,2.3871000000000002,109.1,105.979,2011,5.1,182,0,NA,NA
Robert Frozena,Marquette,NA,526,0.5714,0.0714,0.0714,0,0.2857,107.9,103.341,2011,6.1,198,0,NA,NA
Steve McNees,Akron,NA,543,8.8,2.8,0.7429,0.1143,2.6,101.5,101.695,2011,6.2,324,0,NA,NA
Trevor Welcher,Delaware St.,NA,615,4,1,1.0741,0,1.0741,105.7,108.264,2011,5.11,139,0,NA,NA
Mark Payne,UC Davis,NA,683,15.88,3.6,1.12,0.24,4.84,119.6,107.527,2011,6.8,52,0,NA,NA
Jabari Edwards,George Washington,NA,715,2.4375,0.1875,0.125,2.25,3.3125,112.5,96.4614,2011,6.1,19,0,NA,NA
Paris Horne,St. John's,NA,717,7.9394,1.6364,0.9697,0.2121,2.9394,105.1,104.318,2011,6.3,39,0,NA,NA
Dele Coker,St. John's,NA,719,0.8636,0.1364,0.0455,0.2727,1.1818,62.4,103.107,2011,6.1,39,0,NA,NA
Sean Evans,St. John's,NA,720,3.5806,0.1613,0.6129,0.129,2.7419,104.6,97.4054,2011,6.8,39,0,NA,NA
Conor Turley,Penn,NA,790,5.3077,0.6154,0.2308,0.3846,2.4231,105.6,106.47,2011,6.7,19,0,NA,NA
Porter Braswell,Yale,NA,792,11.037,2.2222,0.7778,0,3.5926,103.5,102.027,2011,6,19,0,NA,NA
Nick Walsh,Manhattan,NA,824,3.1923,0.9615,0.5,0.0385,0.6538,74,113.262,2011,5.9,81,0,NA,NA
Yorel Hawkins,Fairfield,NA,836,10.0606,1.3333,1.3636,0.2727,5.3939,102.6,87.0386,2011,6.5,226,0,NA,NA
Antonio Ballard,Miami OH,NA,843,12.6471,1.3529,0.5882,0.2941,6.9412,114.8,108.914,2011,6.4,270,0,NA,NA
Jerrell Williams,La Salle,NA,1016,13.7576,1.3939,1.1212,0.2121,7.3636,94.7,104.708,2011,6.8,67,0,NA,NA
Scoop Jardine,Syracuse,NA,1030,12.5294,5.7647,1.4706,0.1176,2.1765,105,100.21,2011,6.2,116,0,NA,NA
Gary Correia,Massachusetts,NA,1061,4,3.2308,0.8462,0.0769,1.9231,86.2,104.639,2011,6.1,65,0,NA,NA
Cory Pflieger,Rice,NA,1065,4.3333,1.3667,0.4333,0.0667,2.0333,106.2,108.316,2011,6.3,14,0,NA,NA
Nikola Gacesa,TCU,NA,1072,4.2069,0.3793,0.3448,0.1724,2.8966,98.6,106.286,2011,6.9,204,0,NA,NA
Diante Garrett,Iowa St.,NA,1080,17.2812,6.0938,1.7188,0.2188,3.7188,100.7,99.6266,2011,6.4,291,0,NA,NA
Zack Crimmins,Columbia,NA,1081,4.4286,0.0714,0.2857,0.2857,2.4286,108.5,102.446,2011,7,42,0,NA,NA
Clive Weeden,Dartmouth,NA,1094,5.1429,1.0714,0.5357,0.9286,4.6071,91.4,105.869,2011,6.9,165,0,NA,NA
Andy Polka,Loyola Chicago,NA,1113,6.3226,1.8387,0.8065,0.3871,7.2258,111.5,98.5002,2011,6.7,179,0,NA,NA
Jeremi Booth,Appalachian St.,NA,1229,7.963,0.4444,0.8889,0.037,2.8519,102.2,108.323,2011,6.5,1016,0,NA,NA
Jeremy Saffore,Chattanooga,NA,1248,3.5,0.2667,0.3,0.3,3.2667,90.1,106.521,2011,7.1,204,0,NA,NA
Logan Nourse,Dayton,NA,1264,0,0.2857,0,0,0.4286,26.6,96.3682,2011,6.1,237,0,NA,NA
Mike Coburn,Rutgers,NA,1278,8.75,3.9688,1.4375,0.3125,1.875,99.2,104.858,2011,6,28,0,NA,NA
Mychel Thompson,Pepperdine,NA,1306,14.875,1.8125,1.0938,1,5.8438,99.4,107.437,2011,6.7,233,0,NA,NA
Gary Johnson,Texas,NA,1320,11.4722,1.2778,0.4444,0.3333,6.8056,105.1,92.04,2011,6.6,159,0,NA,NA
Brad Wanamaker,Pittsburgh,NA,1322,11.7353,5.1176,1.4412,0.3529,5.2059,114.2,92.9952,2011,6.4,328,0,NA,NA
Laurence Jolicoeur,UMBC,NA,1342,5.4,0.5667,0.2,0.2667,3.2333,82.9,115.884,2011,6.9,60,0,NA,NA
