player_name,team,pick,pid,pts,ast,stl,blk,treb,Ortg,drtg,year,ht,elevation (m),drafted,...16,...17
Jayce Johnson,Utah,NA,43746,5.4667,0.2,0.3,0.9333,5.4333,102.9,95.2218,2018,7,1458,0,NA,NA
Emmanuel Olojakpoke,Akron,NA,43837,6.2667,0.4,0.4667,1.6667,4.0667,112.1,106.344,2018,6.8,324,0,NA,NA
Xavier Eaglin,Prairie View A&M,NA,43867,1,0,0,0,0.6667,0,105.499,2018,6.7,85,0,NA,NA
Jamaal King,St. Francis PA,NA,43904,18.1613,3.4839,1.1935,0.0323,3.0968,105.7,109.457,2018,5.1,595,0,NA,NA
Austin Starr,Prairie View A&M,NA,43962,3.8788,0.8485,0.4545,0,1.3333,94.1,109.624,2018,6.3,85,0,NA,NA
Quayson Williams,The Citadel,NA,43985,7.129,1.5806,1.0968,0.0968,2.871,98.6,111.226,2018,5.1,6,0,NA,NA
Noah Thomas,IUPUI,NA,43990,1.3333,0,0,0.3333,1.3333,0,117.629,2018,6.9,190,0,NA,NA
Pierfrancesco Oliva,Saint Joseph's,NA,43997,6.6452,3,0.8387,0.6774,6.8387,97.9,97.9025,2018,6.8,86,0,NA,NA
Olin Carter III,San Diego,NA,44025,12.3529,1.6471,0.9706,0.5588,3.0294,104.1,101.437,2018,6.2,93,0,NA,NA
Alex Floresca,San Diego,NA,44032,2.5588,0.5882,0.2059,0.0588,1.9118,82.6,101.379,2018,6.8,93,0,NA,NA
Jake Dadika,Rutgers,NA,44055,0.8824,0.2941,0.1176,0,0.3529,92.1,103.362,2018,6.1,28,0,NA,NA
Lee Richmond,Jacksonville,NA,44154,2.3125,0.5625,0.5,0,0.9375,87,109.215,2018,6.1,15,0,NA,NA
PJ Savoy,Florida St.,NA,44194,6.7407,0.5556,0.2222,0.037,1.4074,108.3,105.307,2018,6.4,24,0,NA,NA
Aaron Rohlman,North Carolina,NA,44196,0.2857,0.0952,0,0,0.4286,111.4,103.574,2018,6.6,134,0,NA,NA
Sidy N'Dir,New Mexico St.,NA,44204,7.8235,1.4412,0.6176,0.4706,2.9706,108.3,96.1986,2018,6.2,1203,0,NA,NA
Austin Davis,Michigan,NA,44219,1.1875,0,0.0625,0.375,1.375,100.9,83.0046,2018,6.1,268,0,NA,NA
Amir Coffey,Minnesota,NA,44220,14,3.3333,0.7222,0.2778,4.0556,109.8,109.822,2018,6.8,253,0,NA,NA
Davauhnte Turner,Saint Peter's,NA,44299,10.5806,1.9677,0.9355,0.2903,3.0968,102,101.058,2018,6,25,0,NA,NA
Mark French,Texas A&M,NA,44310,0,0,0,0,0,0,110.316,2018,5.8,30,0,NA,NA
Tobias Sjoberg,Marist,NA,44314,5.1379,1.4828,0.2759,0.8621,5.6897,106.3,110.597,2018,6.9,27,0,NA,NA
DJ Bryant,UT Arlington,NA,44329,1.9412,1.7059,0.6471,0.0294,1.4118,103.8,102.173,2018,5.11,189,0,NA,NA
Devorious Brown,Florida Atlantic,NA,44341,1.6667,0.8333,0.5417,0,1.1667,73.3,101.69,2018,6.2,3,0,NA,NA
Daniel Norl,Nebraska Omaha,NA,44408,12.8387,2.5161,0.7742,0.1935,3.4194,106.8,117.93,2018,6.3,320,0,NA,NA
Don Coleman,California,NA,44421,14.2667,1.9,1.4,0.0333,2.9333,95.2,111.714,2018,6.3,93,0,NA,NA
De'Ron Davis,Indiana,NA,44423,9.6,1.0667,0.8,1.4667,4.2667,116.7,97.4283,2018,6.1,235,0,NA,NA
Sam Berlin,High Point,NA,44483,1.4,0.1333,0.1333,0.0667,2,89.4,99.4513,2018,6.1,259,0,NA,NA
Alex Dubovitskiy,Chicago St.,NA,44485,1.4583,0.1667,0.2083,0.0417,0.8333,78.9,122.129,2018,6.6,181,0,NA,NA
David DiLeo,Central Michigan,NA,44511,12.3889,1.3889,0.9444,0.25,6.6389,118.7,107.902,2018,6.7,240,0,NA,NA
Kevin McKay,Central Michigan,NA,44513,12.2059,1.8529,1.8235,0.5882,6.5,120.9,101.831,2018,6.5,240,0,NA,NA
Ben Shungu,Vermont,NA,44546,1.1364,0.5455,0.1364,0,0.9545,93.5,101.088,2018,6.2,107,0,NA,NA
Tyler Jones,Maryland Eastern Shore,NA,44610,12.0938,0.625,0.4062,0.625,5,95.3,118.83,2018,6.7,30,0,NA,NA
Ibrahim Dosunmu,Howard,NA,44612,2.2727,0.2727,0.0909,0,2.0909,121.3,111.147,2018,6.7,54,0,NA,NA
Nate Garvey,Howard,NA,44613,1.9667,0.4,0.2,0.1,0.4333,87.7,114.819,2018,6.4,54,0,NA,NA
Montraz Oliver,Maryland Eastern Shore,NA,44618,0.8667,0.0667,0,0.0667,0.8,64.5,122.44,2018,6.3,30,0,NA,NA
Mattia Da Campo,Seattle,NA,44694,1.5185,0.6296,0.3333,0,1.6296,124.9,103.28,2018,6.5,87,0,NA,NA
Morgan Means,Seattle,NA,44696,8.6176,2.7941,0.8235,0.0882,3.6176,91.9,105.305,2018,6.3,87,0,NA,NA
Chris Lewis,Harvard,NA,44703,12.8125,1.2188,0.5312,1.5312,5.5,113.4,96.8611,2018,6.9,3,0,NA,NA
Will Emery,Dartmouth,NA,44707,7.5385,0.8846,0.1538,0.7692,4.6538,95.8,110.073,2018,6.9,165,0,NA,NA
Jermaine Marrow,Hampton,NA,44719,18.7778,5.4167,1.1944,0.0278,4.9722,99.2,104.802,2018,6,3,0,NA,NA
Joshua Langford,Michigan St.,NA,44724,11.7143,1.5429,0.3714,0.0857,3,107.5,101.56,2018,6.5,263,0,NA,NA
Nate Darling,UAB,NA,44749,10,2.7576,0.4242,0.303,3,112.2,106.471,2018,6.5,232,0,NA,NA
Antwain Johnson,Middle Tennessee,NA,44784,10.2903,1.8065,0.7097,0.129,1.9355,113.3,101.123,2018,6.2,191,0,NA,NA
Marquis Collins,Delaware St.,NA,44817,8.9643,0.5714,0.25,0.2143,2.8214,97.6,117.543,2018,6.7,139,0,NA,NA
Blake Francis,Wagner,NA,44827,17.2812,1.6875,1.625,0.0312,1.875,118.9,103.532,2018,6,10,0,NA,NA
Jonathan Davis,Baylor,NA,44843,1.1,0.2,0,0,0.2,108.2,110.118,2018,6.6,122,0,NA,NA
Mark Vital,Baylor,NA,44845,6.7273,2.1212,0.7879,0.6364,5.5758,95.7,99.4799,2018,6.5,122,0,NA,NA
Arlando Cook,Arkansas,NA,44855,1.7857,0.3929,0.2857,0.0714,1.75,92.6,106.841,2018,6.8,437,0,NA,NA
Justin Benton,SIU Edwardsville,NA,44922,6.5385,2.6923,0.5769,0.0385,2.1154,103,115.932,2018,6.4,172,0,NA,NA
Keanu Pinder,Arizona,NA,44972,2.3438,0.0938,0.2812,0.5,2.0938,115.5,99.7968,2018,6.9,354,0,NA,NA
James Palmer Jr.,Nebraska,NA,45002,17.2121,3,0.9697,0.4848,4.3636,109.4,101.895,2018,6.6,358,0,NA,NA
Amadi Ikpeze,St. Bonaventure,NA,45021,4.4706,0.2059,0.2353,0.4706,3.1176,104.4,101.922,2018,6.1,435,0,NA,NA
De'Riante Jenkins,VCU,NA,45028,12.8788,2.5152,1.3333,0.2121,3.7273,103.2,104.01,2018,6.5,59,0,NA,NA
Mamadou Diarra,Connecticut,NA,45036,2.6774,0,0.129,0.7097,2.5484,103.7,104.585,2018,6.8,188,0,NA,NA
Jose Martinez,San Diego,NA,45064,2.125,0.0625,0.0625,0.125,1.125,97.5,94.0284,2018,6.1,93,0,NA,NA
Kyle Mallers,Ball St.,NA,45086,9.5938,1.2812,0.5625,0.4062,4.9375,116,105.846,2018,6.7,286,0,NA,NA
Solomon Young,Iowa St.,NA,45181,7.2308,0.6923,0.8462,0.7308,5.9231,109.6,106.634,2018,6.8,291,0,NA,NA
Cameron Lard,Iowa St.,NA,45186,12.5862,0.5862,0.5172,2.1724,8.069,111.1,103.206,2018,6.9,291,0,NA,NA
Lysander Bracey,Hampton,NA,45229,5.0833,0.5,0.2222,0.1667,1.1944,105.7,108.917,2018,6.4,3,0,NA,NA
Robert Knar,UMKC,NA,45246,2.5185,0.7778,0.2222,0,1.2593,110.8,108.835,2018,6.1,279,0,NA,NA
Justin Davis,Cal St. Bakersfield,NA,45253,7.7,0.8333,0.8667,0.0667,5.5,110,100.687,2018,6.4,123,0,NA,NA
Zach Farquhar,Liberty,NA,45260,1.3889,0.1111,0.0556,0,0.3333,129.3,107.919,2018,5.9,282,0,NA,NA
Austin Mueller,Wyoming,NA,45267,1.0769,0.0769,0.0769,0.0769,0.4615,87.2,108.157,2018,6.6,2205,0,NA,NA
KJ Robinson,Nebraska Omaha,NA,45272,9.6071,2.6429,0.8214,0.1071,2.2143,88,119.102,2018,6,320,0,NA,NA
Sacha Killeya-Jones,Kentucky,NA,45275,3.2941,0.2353,0.2059,0.5588,2.9118,108.5,102.039,2018,6.1,307,0,NA,NA
Evan Borgman,IUPUI,NA,45281,0.8889,0,0,0,0.6667,69.8,112.607,2018,6.9,190,0,NA,NA
Bashir Ahmed,St. John's,NA,45283,11.2727,0.9394,1.0606,0.3333,4.697,97.4,104.616,2018,6.7,39,0,NA,NA
Adida Ikongshul,Western Michigan,NA,45289,1.1875,0.3125,0.0625,0,1.875,42.9,107.711,2018,6.6,256,0,NA,NA
Ronald Whitaker,FIU,NA,45318,2.1429,0.2857,0.2143,0.2143,1.5714,80.4,100.17,2018,6.7,2,0,NA,NA
Chance Garvin,Idaho,NA,45345,0.2857,0,0,0,0.2857,0,107.332,2018,6.4,790,0,NA,NA
Tre' Thomas,Coppin St.,NA,45348,5.4286,0.8214,0.3571,0.0357,1.6071,74.6,109.963,2018,6.3,10,0,NA,NA
York Benjamin,Texas A&M Corpus Chris,NA,45355,2.4667,0.3333,0.3333,0.1333,2.4667,52.1,103.818,2018,6.8,2,0,NA,NA
Joseph Kilgore,Texas A&M Corpus Chris,NA,45429,18.6207,3.3103,1.7931,0.6207,5.6207,100.3,100.475,2018,6.5,2,0,NA,NA
Ivy Smith Jr.,Grambling St.,NA,45455,16.6774,4.9677,2.1613,0.1613,4.4839,100.3,100.098,2018,6,92,0,NA,NA
JC Younger,Presbyterian,NA,45459,10.2812,1.125,0.375,0.0312,3.8125,96.3,114.454,2018,6.4,207,0,NA,NA
Armel TeTe,Presbyterian,NA,45461,3.9375,0.125,0.4375,0.9375,4.5312,91,108.924,2018,6.9,207,0,NA,NA
Mahamadou Kaba-Camara,Cal St. Northridge,NA,45514,1.5417,0.0833,0.125,0.2083,1.9583,104.3,110.242,2018,7,269,0,NA,NA
Kaijae Yee-Stephens,Pepperdine,NA,45523,2.4,0.6,0.1,0,0.7,103.7,120.471,2018,6.1,233,0,NA,NA
Erik Johansson,Loyola Marymount,NA,45526,3,0.3667,0.2333,0,0.6667,101,118.109,2018,6.6,43,0,NA,NA
Elijah Lee,Pepperdine,NA,45527,1.0909,0.3636,0.2727,0,0.7273,63.8,115.346,2018,5.1,233,0,NA,NA
Knox Hellums,Pepperdine,NA,45532,4.4815,0.5926,0.3333,0.1111,1.4815,118.5,116.99,2018,6.5,233,0,NA,NA
Lyle Sutton,Idaho St.,NA,45539,0.5,0.125,0.125,0,0.125,66.2,107.224,2018,6.2,1391,0,NA,NA
Chris Snyder,Western Illinois,NA,45561,0.4,0.2,0,0.4,1.4,65.6,105.311,2018,6.1,191,0,NA,NA
Addison Hill,East Carolina,NA,45603,0,0.1667,0,0,0.5,54.1,98.1867,2018,6.3,8,0,NA,NA
Demario Beck,Coastal Carolina,NA,45622,9.75,0.6875,0.5,0.6875,7.1562,107.4,101.846,2018,6.8,15,0,NA,NA
Christian Turner,Gardner Webb,NA,45624,2.1786,2.1429,1,0.0357,1.7857,80.5,106.397,2018,5.1,261,0,NA,NA
Nate Johnson,Gardner Webb,NA,45625,3.75,1.25,0.5,0.4167,1.3333,53.6,105.247,2018,6.4,261,0,NA,NA
Cian Sullivan,La Salle,NA,45644,0.1429,0,0,0.5714,1.1429,49.1,92.612,2018,7.2,67,0,NA,NA
Keith Braxton,St. Francis PA,NA,45647,17.1613,3.2903,1.7419,0.5806,9.5161,110.1,100.82,2018,6.4,595,0,NA,NA
Cori Johnson,St. Francis NY,NA,45650,2.8,0.2,0.0667,0.6,1.8667,76.6,106.707,2018,6.9,10,0,NA,NA
Kurt Karis,USC,NA,45680,0.2222,0,0.1111,0,0.3333,65.9,100.82,2018,6.1,57,0,NA,NA
Nathan Hoover,Wofford,NA,45695,11,1.3529,0.6471,0.0588,2.6176,109.2,110.799,2018,6.4,246,0,NA,NA
Dishon Lowery,Wofford,NA,45698,1.7857,0.2857,0.0714,0.1429,1.2857,96.4,108.452,2018,6.7,246,0,NA,NA
Kenny Cooper,Lipscomb,NA,45823,10.0645,3.9032,2.0645,0.2903,2.5161,89.5,99.1754,2018,6,178,0,NA,NA
Logan Koch,Eastern Illinois,NA,45834,2.3077,1.0769,0.6154,0,1,80.2,108.137,2018,6.1,211,0,NA,NA
DeAndre Dishman,Eastern Kentucky,NA,45840,11.7333,1.0667,0.9333,0.7667,6.2,108.3,108.542,2018,6.6,306,0,NA,NA
Jaylen McManus,College of Charleston,NA,45854,3.2941,0.4118,0.1176,0.4118,2.5588,100.5,104.521,2018,6.7,6,0,NA,NA
Nathan Laing,UCF,NA,45867,0,0.1,0,0,0.25,13.8,100.844,2018,6.1,28,0,NA,NA
Steven Haney Jr.,Loyola Marymount,NA,45905,12.875,1.4583,0.7917,0.0417,2.375,112,116.72,2018,6.6,43,0,NA,NA
Triston Chambers,Samford,NA,45908,8.7812,0.4688,0.6562,0.0625,1.9375,105.6,122.085,2018,6.2,221,0,NA,NA
Malik Massey,UNC Greensboro,NA,45912,3.7037,1.1481,0.6296,0,0.8148,95.5,97.6928,2018,6.3,247,0,NA,NA
Kylia Sykes,UNC Greensboro,NA,45913,1.9714,0.6,0.5714,0.2571,1.2857,99.5,92.9538,2018,6.5,247,0,NA,NA
Garrett Sams,North Florida,NA,45914,12.7143,1.3571,0.6786,0.1786,4.25,99.1,118.202,2018,6.6,26,0,NA,NA
Thomas Booker,USC Upstate,NA,45930,4,0.3793,0.5862,0.0345,1.3448,106.9,122.608,2018,6.2,244,0,NA,NA
Jahvaughn Powell,Nicholls St.,NA,45932,9.9062,2.6875,2.3125,0,2.8125,103.7,100.442,2018,6,3,0,NA,NA
John Dewey III,Sam Houston St.,NA,45939,10.1111,4.3889,1,0,3.1667,96.4,104.556,2018,6,143,0,NA,NA
Roberto Vercellino,Northern Colorado,NA,45945,2.0714,0.3929,0.25,0.3929,2.2857,109.2,98.5083,2018,6.7,1457,0,NA,NA
Bryce Canda,Portland St.,NA,45949,13.9697,2.4848,1.6667,0.1818,5.9697,104.4,107.148,2018,6.4,44,0,NA,NA
Keljin Blevins,Montana St.,NA,45967,9.7188,0.9375,0.5938,0.4062,5.8125,93.6,108.138,2018,6.6,1498,0,NA,NA
Mustapha Heron,Auburn,NA,46004,16.4375,0.9375,1.1875,0.0625,5.3125,107.1,100.517,2018,6.5,201,0,NA,NA
John Whitley,East Carolina,NA,46012,0.6667,0.3333,0,0,0.3333,205.6,111.691,2018,5.11,8,0,NA,NA
Tyson Carter,Mississippi St.,NA,46089,8.9189,1.2432,0.7568,0.027,1.8378,112.3,103.377,2018,6.4,116,0,NA,NA
Eli Wright,Mississippi St.,NA,46091,3,0.8824,0.2647,0.2353,2.1765,98.1,102.671,2018,6.4,116,0,NA,NA
Leandro Allende,The Citadel,NA,46141,3.875,1.5312,0.3125,0.0938,2.9375,110.8,118.326,2018,6.4,6,0,NA,NA
Quinton Rose,Temple,NA,46150,14.9394,2.2727,1.4848,0.1818,4.303,96.7,103.377,2018,6.8,27,0,NA,NA
Jeffrey Altidort,Bethune Cookman,NA,46165,6.36,2.36,0.84,0.32,2.36,95.6,106.229,2018,6.1,2,0,NA,NA
Shizz Alston Jr.,Temple,NA,46210,13.2727,3.0909,0.7879,0.0303,3.1515,107.1,108.445,2018,6.4,27,0,NA,NA
Rodney Miller Jr.,Miami FL,NA,46263,1.2,0,0,0.0667,0.4667,80.4,105.877,2018,7,3,0,NA,NA
Destin Barnes,Boston University,NA,46269,6,1.5,0,0,4,99.6,108.611,2018,6.6,4,0,NA,NA
Sa'eed Nelson,American,NA,46276,18.5517,5.069,1.7931,0.1724,3.5862,98.4,109.914,2018,6.1,114,0,NA,NA
Tommy Corchiani,South Carolina,NA,46314,0,0,0,0,1,0,109.867,2018,6.3,95,0,NA,NA
Brevin Galloway,College of Charleston,NA,46357,0.4286,0.1429,0,0,0.8571,0,105.401,2018,6.2,6,0,NA,NA
Devon Brewer,Alcorn St.,NA,46376,5.871,0.8065,0.2581,0.7097,4.1613,90.8,112.357,2018,6.8,79,0,NA,NA
Clint Robinson,Illinois Chicago,NA,46402,4.3824,0.1765,0.2353,1.0882,4.0588,113.3,99.4589,2018,6.8,180,0,NA,NA
Anthony Tarke,NJIT,NA,46423,15.1333,1.9,1.2667,0.8,6.0333,97.6,103.073,2018,6.6,4,0,NA,NA
Jahaad Proctor,High Point,NA,46431,16.44,2.96,1,0.28,3.64,107.7,104.884,2018,6.3,259,0,NA,NA
Shawn Williams,East Carolina,NA,46507,12.3667,1.7,0.4667,0,1.6333,107.1,113.611,2018,6.1,8,0,NA,NA
Jabari Craig,East Carolina,NA,46508,5.3636,0.5,0.1818,1.0909,6.0455,83.9,106.034,2018,6.1,8,0,NA,NA
Nik Popovic,Boston College,NA,46509,9.9429,1.2857,0.4286,0.7714,6.1714,105.5,105.074,2018,6.11,47,0,NA,NA
Ky Bowman,Boston College,NA,46510,17.5429,4.7143,1.4571,0.3429,6.8286,104.8,103.023,2018,6.1,47,0,NA,NA
Kendrick Nunn,Oakland,NA,46525,25.9,3.7667,1.5,0.3667,4.7333,110.9,106.162,2018,6.3,286,0,NA,NA
Thomas Huerter Jr.,Siena,NA,46565,3.0769,1.1538,0.2692,0.6923,2.9615,98.4,107.602,2018,6.7,100,0,NA,NA
Cyril Langevine,Rhode Island,NA,46567,6.129,0.3226,0.3548,1.2258,5.8065,113.6,94.8133,2018,6.8,49,0,NA,NA
Darryl Stewart,New Hampshire,NA,46570,3.6087,1.2174,0.3478,0.0435,1.1304,76.2,107.748,2018,6.1,89,0,NA,NA
Brandon Carroll,Bryant,NA,46574,5.9032,0.4839,0.5806,0.3226,3.8387,96.3,113.383,2018,6.7,120,0,NA,NA
Niem Stevenson,Texas Tech,NA,46592,7.4595,1.7297,0.4865,0.1622,3.0541,104.9,97.5243,2018,6.5,983,0,NA,NA
Travis Light,Florida St.,NA,46645,1.2,0,0,0,0.2,105.6,105.585,2018,6.5,24,0,NA,NA
Jarrid Rhodes,Missouri St.,NA,46795,10.6667,1.4242,0.5758,0.1818,4.0909,119.7,105.107,2018,6.6,406,0,NA,NA
Ronnie Rousseau III,Missouri St.,NA,46796,5.1481,1.5556,0.3704,0.037,1.3333,88.5,107.286,2018,5.1,406,0,NA,NA
Chris Howell,South Dakota St.,NA,46809,4.6522,0.7826,0.3478,0,3.4348,88.1,102.545,2018,6.5,500,0,NA,NA
Trey Burch-Manning,South Dakota,NA,46812,8.6857,1.4571,0.9429,0.0857,6.6857,107.7,95.3518,2018,6.6,377,0,NA,NA
Jeremiah Ferguson,Youngstown St.,NA,46837,4.2069,1.3103,0.6897,0.0345,0.8621,83.9,116.128,2018,6.2,286,0,NA,NA
Michael Noyes,Connecticut,NA,46839,0,0,0,0,0,0,119.008,2018,6,188,0,NA,NA
Ryan Swan,Air Force,NA,46844,9.2258,1.3548,0.6129,0.5484,4.5161,111.9,106.366,2018,6.7,67,0,NA,NA
Bryan Gellineau,Norfolk St.,NA,46894,4.1538,0.3462,0.2308,0.3462,2.1538,93.6,104.949,2018,6.11,3,0,NA,NA
Eugene German,Northern Illinois,NA,46916,20.8387,1.7097,0.9032,0.1613,3.9032,110.2,111.753,2018,6,268,0,NA,NA
UC Iroegbu,Stony Brook,NA,46919,8.125,1.5312,1.1875,0.1875,2.4375,106.7,103.283,2018,6,45,0,NA,NA
Junior Saintel,Stony Brook,NA,46921,7.0938,0.5938,0.9062,0.75,4.6875,93.6,99.036,2018,6.7,45,0,NA,NA
Brandon Walters,Middle Tennessee,NA,47007,10.8438,0.5938,0.6562,0.9375,5.2188,124.9,96.5393,2018,6.1,191,0,NA,NA
Chas Brown,Duquesne,NA,47142,3.9259,0.5185,0.4815,0.5926,4.2222,79.6,103.425,2018,6.8,258,0,NA,NA
Jordan Grant,Central Arkansas,NA,47190,0,0.4,0.1,0,0.2,164,103.466,2018,6.1,101,0,NA,NA
Devon Goodman,Penn,NA,47201,3.84,1.48,0.6,0.08,1.36,91.3,100.642,2018,6,19,0,NA,NA
Kevin Granger Jr.,Texas Southern,NA,47210,1.6667,0.1333,0.1333,0.2667,1.8667,90.7,106.568,2018,6.5,13,0,NA,NA
Marvin Jean-Pierre,Louisiana Monroe,NA,47215,10.75,2.3125,1.2188,0.25,5.2188,102.5,103.791,2018,6.3,21,0,NA,NA
Larenz Stalcup,Louisiana Lafayette,NA,47218,1.84,0.32,0.12,0.16,1,112,102.1,2018,6.11,11,0,NA,NA
Kevin Morris,South Alabama,NA,47219,3.4444,0.1481,0.3704,0.2593,2.5926,96.4,98.142,2018,6.8,30,0,NA,NA
Herb McGee,South Alabama,NA,47220,8.2812,2.9688,0.5,0.0938,2.6875,95.2,103.549,2018,6.1,30,0,NA,NA
Jordon Harris,Louisiana Monroe,NA,47222,7.8438,3.25,1.125,0.0312,2.2188,91.9,106.674,2018,5.11,21,0,NA,NA
Kyle Williams,Norfolk St.,NA,47232,9.5938,1.375,0.6875,0.25,3.5625,106.8,106.454,2018,6.4,3,0,NA,NA
Will Tavares,Fordham,NA,47240,13.5556,1.1852,1.1481,0.2963,5.3333,88.6,105.247,2018,6.6,28,0,NA,NA
Tyler Rawson,Utah,NA,47245,10.8571,3.6571,0.6857,0.9143,6.8,113.2,98.6325,2018,6.1,1458,0,NA,NA
Justin Jordan,UNC Greensboro,NA,47246,1.05,1.15,0.35,0,1.05,92.4,94.4263,2018,6.3,247,0,NA,NA
Tiwian Kendley,Morgan St.,NA,47301,25.7273,2.1818,2.0455,0.3182,3.9545,105.3,104.228,2018,6.5,63,0,NA,NA
Andre Wesson,Ohio St.,NA,47326,2.8529,1.0882,0.3235,0.1471,1.8235,91.6,103.972,2018,6.6,226,0,NA,NA
Mike Smith,Columbia,NA,47407,17.5926,4.5926,1.1481,0.037,2.5926,106.8,113.707,2018,5.11,42,0,NA,NA
Jake Killingsworth,Columbia,NA,47408,5.5,0,0,0,2,116,113.54,2018,6.5,42,0,NA,NA
Arnaldo Toro,George Washington,NA,47424,7.8182,1.1818,0.6061,0.8182,6.9394,106.1,104.288,2018,6.8,19,0,NA,NA
Justin Williams,George Washington,NA,47429,1.6667,0.0952,0.1905,0.1429,1.4762,115.5,103.797,2018,6.4,19,0,NA,NA
Deontae North,Portland St.,NA,47431,21.0526,2.4211,1.7895,0.2632,4.8947,111.2,107.415,2018,6.4,44,0,NA,NA
Jibreel Faulkner,Canisius,NA,47437,5.5882,0.8235,0.4706,0.1176,2.1765,104.6,103.248,2018,6.8,183,0,NA,NA
Matt Lindsey,Coastal Carolina,NA,47446,4.7059,0.9412,0.8824,0.0588,1.8235,87.1,106.181,2018,6.1,15,0,NA,NA
Rashad Austin,Florida A&M,NA,47489,0.1429,0.0952,0.0476,0.0952,0.4286,70.1,116.365,2018,6.8,48,0,NA,NA
Charles Williams,Howard,NA,47494,20.3939,0.6061,0.8485,0.303,3.3939,106.9,115.426,2018,6.6,54,0,NA,NA
Dallas Walton,Colorado,NA,47507,5.7,0.7,0.2333,1.1333,3.4,98.8,102.863,2018,7,1635,0,NA,NA
M.J. Cage,Oregon,NA,47509,1.7273,0.1818,0,0.0909,2.1818,123.2,104.318,2018,6.1,136,0,NA,NA
Ronnie Stacy,Oregon St.,NA,47513,1.7,0.55,0.1,0.05,1.2,68.3,107.221,2018,6.4,73,0,NA,NA
Josh Conley,Southern Miss,NA,47587,0.2857,0.2857,0,0,0.7143,20.9,119.428,2018,6.7,60,0,NA,NA
Ethan Good,Bowling Green,NA,47592,0,0.1667,0,0,0,0,116.392,2018,6.1,212,0,NA,NA
JT Escobar,North Florida,NA,47609,11.5152,1.0909,0.697,0.0606,1.9394,108.5,121.079,2018,6.2,26,0,NA,NA
Malik Newman,Kansas,NA,47615,14.1795,2.1026,1.0769,0.1538,5.0256,118.2,102.472,2018,6.3,310,0,NA,NA
Kalif Young,Providence,NA,47640,4.2857,0.6286,0.4,0.6,4.0571,101.7,101.512,2018,6.9,46,0,NA,NA
Jamar Ergas,Washington St.,NA,47670,0.4,0.1,0,0,0.1,80.4,118.337,2018,6.3,780,0,NA,NA
Jonah Mathews,USC,NA,47674,9.2647,0.9412,0.5588,0.1471,2.5882,113.5,106.969,2018,6.3,57,0,NA,NA
Harrison Henderson,USC,NA,47675,0.3636,0,0,0,0.5455,54,105.639,2018,6.1,57,0,NA,NA
Carlos Johnson,Washington,NA,47676,3.8235,0.1765,0.1765,0.0588,1.4118,101.2,105.043,2018,6.4,29,0,NA,NA
Ade Murkey,Denver,NA,47689,7.5,2.7667,0.7,0.4333,4.2333,89.6,106.004,2018,6.5,1641,0,NA,NA
Nick Fullard,Virginia Tech,NA,47783,0,0,0,0,0.1111,0,109.411,2018,6.1,629,0,NA,NA
Jamal Watson,Mississippi Valley St.,NA,47878,3.125,1.125,0.25,0.5,3,96.6,108.813,2018,6.9,344,0,NA,NA
Javonntie Jackson,Long Beach St.,NA,47888,1.4,0.2,0.1,0.1,1.2,69.1,109.943,2018,6.6,4,0,NA,NA
Diogo Brito,Utah St.,NA,47898,6.0294,2,0.7941,0.0588,3.4706,98.9,106.022,2018,6.5,1459,0,NA,NA
Daron Henson,Utah St.,NA,47901,4.303,0.2121,0.0303,0.0606,1.9394,98.8,109.565,2018,6.7,1459,0,NA,NA
Klay Stall,Utah St.,NA,47905,2.2,0.2,0.1,0.4,2.9,91.9,100.325,2018,6.1,1459,0,NA,NA
Jared Printy,Western Michigan,NA,47911,1.9655,0.3103,0.0345,0,0.5172,137.3,113.726,2018,6.4,256,0,NA,NA
Justin Roberts,Toledo,NA,47913,2,0.875,0.0312,0,0.6562,127.2,113.169,2018,5.1,187,0,NA,NA
Che Bob,Colorado St.,NA,47916,9.9375,1.75,0.9688,1.1875,5.9375,95.6,105.426,2018,6.6,1525,0,NA,NA
Christian Vital,Connecticut,NA,47918,14.875,1.6562,1.5625,0.0312,5.4062,108.8,104.283,2018,6.2,188,0,NA,NA
Trayvon Reed,Texas Southern,NA,47931,9.7333,0.3667,0.4333,3.0333,8.6667,124.5,101.438,2018,7.2,13,0,NA,NA
Zach Radz,Sacred Heart,NA,47970,6.8571,1.0476,0.2857,0.0952,3.9048,95.2,105.96,2018,6.2,18,0,NA,NA
Richmond Aririguzoh,Princeton,NA,47974,2.7407,0.7407,0.037,0.5185,1.6667,98.6,107.339,2018,6.9,33,0,NA,NA
Will Gladson,Princeton,NA,47977,3.6,0.7333,0.3333,0.2,1.3333,103.4,106.01,2018,6.1,33,0,NA,NA
Samuel Idowu,Saint Peter's,NA,48006,11.1562,0.75,0.5,1.25,5.9062,107.4,95.5372,2018,6.7,25,0,NA,NA
Austin Dasent,Savannah St.,NA,48055,8.7812,1.7188,1.0938,0.0938,3.4375,103.8,114.053,2018,6.3,5,0,NA,NA
Glen Burns,Chicago St.,NA,48074,10.5625,3.4375,1.2812,0.0938,4.1875,96.6,120.683,2018,6.3,181,0,NA,NA
Shaq Carr,Grand Canyon,NA,48076,4.3889,2.6667,0.2778,0.2222,1.7222,99.1,95.3672,2018,6.2,348,0,NA,NA
Cameron Hunter,North Dakota St.,NA,48098,9.2188,2.375,0.875,0,3.0312,102.5,107.571,2018,6.2,274,0,NA,NA
